000,11
10,6
100,4
102,1
12,2
120,1
13,1
14,1
15,2
160,2
17,1
18,2
180,2
19,2
1919,1
198,1
1990,2
20,2
200,9
2000,1
2015,1
2016,1
2017,1
2019,2
2020,3
2021,2
2025,1
2027,1
2030,6
2035,3
22,1
24,2
250,3
28,1
30,9
300,1
302,1
310,1
328,1
35,2
350,1
36,1
40,5
400,1
41,1
43,1
45,1
50,3
500,1
53,4
60,1
70,4
700,1
80,3
90,2
94,1
ab,39
abbau,2
abbaus,2
abdeckung,1
aberkannt,1
abge,2
abgebaggert,1
abgebaut,3
abgebbar,1
abgebildet,1
abgedeckte,1
abgegeben,1
abgehängten,1
abgeordneten,2
abgeordnetenbestechung,1
abgeschafft,3
abgeschlossen,1
abgeschlossene,2
abgeschlossenen,1
abgeschöpft,1
abgesenkt,1
abgesichert,1
abgesicherte,1
abgesicherten,1
abgestellt,2
abgestimmten,1
abgewandt,1
abgewertet,2
abgewogen,1
abgezogen,2
abgeﬂacht,1
abhilfemaßnahmen,1
abhängen,1
abhängi,1
abhängig,5
abhängigkeit,5
abhängigkeiten,1
abitur,1
abkommen,2
abkoppeln,1
ablasshandel,1
ablegen,1
ablehnen,1
ablösung,1
abmahnung,1
abrechnen,1
abriss,2
abrissund,1
abruf,1
abrüstung,3
abschaffen,8
abschaffung,1
abschiebung,2
abschiebungen,1
abschlagsfrei,1
abschließbare,1
abschluss,1
abschlüsse,1
abschlüssen,1
abschnitt,1
abschottung,1
abschottungsagentur,1
abschöpfen,1
absenkung,1
absichern,1
absicherung,2
absoluten,1
absolvieren,2
abstand,1
abstimmung,1
absurden,1
abteilungen,1
abwehr,1
abwerbung,1
abwerfen,1
abwertung,1
abwickeln,2
abzocke,1
abzubauen,1
abzugsfähig,1
abzuhängen,1
abzulehnen,1
abzuschaffen,1
abzuschotten,1
abzusichern,1
abzüge,1
abzügen,1
abﬁndungen,1
abﬂießende,1
account,1
achtung,1
act,1
administration,1
adoptionsrecht,1
adäquate,1
afd,1
afghaninnen,1
africa,1
afrika,1
agenda,1
agentur,2
agenturen,2
agg,2
aggregiert,1
aggregierten,1
agieren,1
agierende,1
agrarbereich,1
agrarbetriebe,2
agrarindustrie,1
agrarkonzernen,1
agrarland,1
air,2
airbnb,2
airbus,1
airlines,1
akademikerfamilien,1
akkreditiert,1
akteure,2
akteuren,2
aktiengesellschaften,1
aktiv,1
aktive,3
aktiven,1
aktivistinnen,1
aktivitäten,1
aktuell,4
aktuelle,1
aktuellen,3
akzeptierten,1
algorithmen,2
alkohol,1
all,6
allein,10
alleinerziehende,3
alleinerziehenden,1
alleinstehende,1
allgemeine,1
allgemeinen,7
allgemeinheit,1
allgemeinverbindlich,1
allgemeinverbindlicher,1
allgemeinwohl,1
allgemeinwohls,1
alltag,6
alltags,1
allzu,1
alt,2
altbeständen,1
alte,1
alten,1
altenpﬂegerinnen,1
alter,8
alternative,5
alternativen,5
alters,1
altersarmut,1
alterseinkommen,1
altersgerechte,1
altersgerechten,1
alterssicherung,2
altersversorgungen,1
altersvorsorge,1
altschuldenfonds,1
amarbeitsplatz,1
amazon,4
ambulanten,1
amen,1
amerikanischen,1
amt,1
analog,2
analogen,1
analyse,1
analysegestützte,1
anbau,3
anbieten,2
anbieter,4
anbietern,2
anbinden,1
anbindung,2
and,1
andauernde,1
ande,2
anderthalb,1
anerkannt,3
anerkannte,1
anerkannten,1
anerkennung,6
anfallen,1
anfallenden,3
anfang,1
anfangen,1
anforderungen,1
anfrage,1
angebaut,1
angebauten,1
angebot,4
angebote,13
angeboten,4
angegangen,1
angehen,1
angehoben,2
angehörige,4
angehörigen,5
angekündigte,2
angemessen,3
angemessene,3
angemessenen,3
angepasst,3
angerechnet,3
angeschafft,1
angeschlossen,1
angesehen,1
angesetzt,1
angesichts,3
angesiedelt,1
angespanntem,1
angestellte,1
angewiesen,3
angleichung,2
angriffe,1
angst,3
angstfrei,1
angstund,1
anheben,9
anhörungsund,1
ankaufprogramm,1
ankommt,2
anlagen,2
anlaufstellen,1
anliegen,3
anmeldung,1
annähernd,2
anonymen,1
anordnen,1
anpassung,1
anrechnung,3
anreiz,1
anreize,3
ans,1
ansatz,2
anschaffung,2
anschließen,1
anschluss,1
ansprechbarkeit,1
ansprechpart,1
anspruch,7
ansprüche,6
anstieg,1
anständig,1
anständige,1
ansätze,2
anteil,2
anteilig,3
anti,1
antidiskriminierungsgesetz,1
antidiskriminierungsrecht,1
antidiskriminierungsstellen,1
antifagruppen,1
antifaschistische,2
antifaschistischen,1
antigeldwäscheeinheit,1
antirassismus,1
antisemitisch,1
antisemitischer,1
antistreik,1
antistressverordnung,1
antriebe,1
antriebstechnologien,1
anwaltskanzleien,1
anwen,1
anwendbar,1
anwendung,2
anwendungen,3
anwälten,1
anzuerkennen,1
anzuheben,2
anzuhören,1
anzunehmen,1
apotheken,1
app,1
appell,1
apple,1
apps,1
ar,1
arbeit,35
arbeiten,9
arbeitens,1
arbeiterinnen,2
arbeitgeber,1
arbeitgeberin,1
arbeitgeberinnen,7
arbeitgebermodell,2
arbeitgeberverband,1
