000,4
10,2
107,1
111,1
112,1
124,1
127,1
143,1
145146mut,1
149,1
16,1
162,1
166,1
16a,1
19,2
1977,1
1990er,1
1995,1
20,8
2000,1
2005,1
2009,1
2018,1
21,3
22,1
23,1
25,1
26,1
27,1
30,1
300,1
35,1
432,1
436,1
4748die,1
51,1
52,1
590,1
60,1
600,1
63,1
65,1
71,1
7374der,1
79,1
85,1
8788migration,1
99,1
ab,22
abgaben,1
abgabenbelastung,1
abgabenlast,1
abgabenpolitik,2
abgelehnter,1
abgeordneten,3
abgeordnetenvergütung,1
abgeschafft,1
abgesenkter,1
abgewickelt,1
abhängig,1
abhängigkeit,1
abkehr,2
abs,1
abschaffung,6
abschiebe,1
abschiebung,2
abschiebungen,2
absehbar,1
absenkung,1
absoluter,1
abstammungsprinzip,1
abstinenz,1
abtreibung,1
abtreibungen,2
abwanderung,2
abzulehnen,1
achten,1
achtung,1
ackerflächen,1
adoption,1
afd,58
afrikanischen,1
agrarflächen,1
agrarpolitik,2
agrarstrukturen,1
agrartechnischen,1
agrarumweltmaßnahmen,1
akademisierungswahn,1
akteneinsicht,1
akteure,1
aktien,1
aktive,1
aktivierenden,1
aktivitäten,1
aktuelle,1
akzeptiert,2
all,1
allein,1
alleine,1
allerdings,4
allgemeingüter,1
allmacht,1
alt,1
alter,2
alternative,1
altersarmut,2
altersgerecht,1
altersrente,1
alterssicherungssystem,1
alterssicherungssysteme,1
altparteien,1
ambulante,1
amtes,1
analog,1
anbau,1
anbindung,1
anderslautenden,1
anforderungen,2
anforderungenbesonders,1
angeblichen,1
angebot,1
angelegenheiten,3
angemessene,3
angemessener,2
angemessenheitsprüfung,1
angenommen,1
angeordnet,1
angerechnet,1
angespannten,1
angestrebt,1
angestrebten,1
angleichung,1
angriff,1
anhängig,1
anlagen,1
anlegen,1
anlehnung,1
anliegen,1
anlässlich,1
anpassen,1
anpassung,2
anrechnung,1
anregen,2
anreizen,1
ansatz,1
ansatzes,2
anschließen,1
anschließend,1
anschließenden,1
anschluss,1
anspruch,2
ansprüche,1
anstrengungen,1
anteiligen,1
anti,1
antibiotikaresistenzen,1
antideutscher,1
antrag,1
anwenderfreundlich,1
anwendung,1
anzahl,2
anzupassen,1
anzustreben,1
anzutreten,1
apotheken,1
app,1
apps,1
arbeit,2
arbeiten,2
arbeitgeber,1
arbeitskraft,1
arbeitslosengeld,1
arbeitslosengeldes,1
arbeitslosigkeit,2
arbeitsmarkt,1
arbeitsplätze,1
arbeitsuchende,1
armut,1
art,1
arten,2
artenschutz,1
artikel,1
arzneimitteln,1
aspekte,1
asyl,1
asylanerkennung,2
asylbewerber,4
asylbewerbern,1
asylsystem,1
asylverfahren,1
attraktiv,1
aufenthaltsbeendigung,1
auferlegt,1
aufgabe,4
aufgaben,2
aufgefasst,1
aufgegeben,1
aufgenommen,1
aufgrund,5
aufkauf,1
aufklärung,1
aufkündigen,2
aufnahme,4
aufnahmequoten,1
aufnehmen,1
aufsicht,1
aufwachsen,1
aufweichung,1
aufweisen,1
aufzulösen,2
augenmerk,1
ausarbeitung,2
ausbau,5
ausbauen,2
ausbeutung,1
ausbildung,1
ausbildungsbewerber,1
ausbildungssystem,1
ausbildungsund,1
ausbreitung,1
ausdruck,2
ausdrücklich,2
auseinandersetzungen,1
ausgebaut,1
ausgebaute,1
ausgegeben,1
ausgehend,1
ausgelasteten,1
ausgeschlossen,1
ausgesetzter,1
ausgestaltet,1
ausgestalteten,1
ausgestattet,2
ausgewiesen,1
ausgewogenen,1
ausgewogenes,1
ausgewählte,2
ausgleich,2
ausland,7
ausländische,3
ausländischem,1
ausländischen,1
ausländisches,1
ausnahme,1
ausnahmefällen,1
ausnahmslos,1
ausreichend,1
ausreichende,1
ausreise,1
ausreisen,1
ausreisepflichtige,1
ausreisepflichtiger,1
ausrichten,1
ausrichtung,1
ausscheiden,1
ausschiffung,1
ausschließlich,3
ausschließlicher,1
aussetzen,1
aussichtslosen,1
australiens,1
australische,1
austritt,2
ausverkauf,1
auswahl,1
ausweg,1
ausweisung,1
auswirkung,1
auswirkungen,2
auszahlung,1
auszahlungen,1
auszubauen,1
auszurichten,1
auszusetzen,1
auszuüben,1
automati,1
automatische,1
automatisierung,1
autonomen,1
autonomie,1
autoritären,2
außerdem,2
außereuropäischen,1
b2,2
bagatellisierung,1
bahnund,1
bankkunden,1
bargeldes,1
bargeldnutzung,1
bargelds,1
basiert,1
basis,1
baus,1
beamtenrechts,1
beamtenstatus,1
bedarf,3
bedarfsgerechten,1
bedeuten,1
bedeutet,1
bedeutsamer,1
bedeutung,1
bedingung,1
bedingungen,5
bedingungslose,1
bedrohung,1
bedürfnissen,1
beeinflussen,1
beeinträchtigte,1
beeinträchtigungen,1
beenden,2
beendet,1
beendigung,1
befinden,2
befindet,1
befreien,1
befähigt,1
befähigung,1
befördert,1
befürchten,1
befürworten,2
befürwortet,1
begabungen,1
begegnen,1
begleiten,1
begrenzt,2
begrenzten,1
begrenzung,1
begrifflichen,1
begründet,1
behandeln,1
behandelt,1
behandlungsdaten,1
behauptung,2
behauptungen,1
beherrschbar,1
behinderten,1
behörde,2
behörden,2
behördengang,1
behördlich,1
beibehalten,1
beide,1
beider,1
beim,4
beinhaltet,1
beispiel,1
beispielsweise,1
beitrag,2
beitragsaufkommen,1
beitragsfinanzierten,1
beitritt,1
beitrittsverhandlungen,1
beiträge,2
beiträgen,2
bekannt,1
bekannten,1
bekennen,2
bekennt,4
bekenntnisgebundenen,1
bekommen,1
bekämpfen,5
bekämpft,1
belange,1
belastet,1
belastung,1
belegen,2
belgien,1
bemessung,1
benachbarter,1
benachteiligen,1
benachteiligt,2
beratungsscheinregelung,1
berechtigten,2
bereich,5
bereichen,1
bereicherung,1
bereichsübergreifendes,1
bereinigung,1
bereit,1
bereits,9
bereitstellung,1
berichterstattung,1
berliner,1
beruf,3
berufliche,3
beruflichen,1
beruflicher,1
berufsgruppen,1
berufsleben,1
berufspolitiker,2
berufsschulen,1
berufstätigkeit,2
berufswahl,1
berufung,1
beruhende,1
berücksichtigen,3
berücksichtigt,2
beschafft,1
beschaffungs,1
beschleunigen,1
beschleunigt,1
beschlüssen,1
beschneiden,1
beschreibt,1
beschränken,1
beschränkt,2
beschäftigtenvertreter,1
beschäftigung,1
besetzt,1
besetzung,1
besoldung,1
besondere,2
besonderen,1
besonderer,1
besonderes,1
besonders,4
besser,4
bessergestellt,1
besserstellen,1
bestandsschutz,1
bestandteil,3
bestandteile,1
bestechung,2
bestehende,2
bestehenden,1
bestehender,1
besteht,1
bestellt,1
besten,1
bestrebungen,1
beteiligten,1
beteiligung,2
betrag,1
betreiber,1
betreut,1
betrieben,2
betriebs,1
betriebskindergärten,1
betriebsrenten,1
betroffen,3
betroffene,1
betroffenen,5
betätigt,1
bevor,1
bevorzugen,2
bevorzugt,2
bevorzugung,2
bevölkerungsrückgang,1
bevölkerungswachstum,1
bewahren,1
bewahrt,1
bewahrung,1
bewaldet,1
bewerbern,1
bewerbers,1
bewertungsprobleme,1
bewirtschaften,1
bewusst,1
bewährte,1
bewährten,2
bewährung,1
bewältigt,1
bezahlbar,1
bezahlbare,1
bezahlung,1
beziehungen,4
bezogene,1
bezug,5
bilden,1
bildet,1
bildung,3
bildungsanforderungen,1
bildungseinrichtungen,2
bildungsstand,2
bildungsstandards,1
bildungssystem,1
bildungsund,1
bildungswesen,2
bildungswesens,1
billiger,1
billionen,1
billionenschwere,1
biologische,1
biologischen,1
biologischer,1
bisher,5
bisherige,1
blau,1
bleiben,8
bleibt,2
bodenfruchtbarkeit,1
bologna,2
brauch,1
brauchen,1
braucht,1
brauchtum,1
breiter,1
brennstoffkreislauf,1
brexit,1
bringen,7
bruchteil,1
bsi,1
budgetierung,2
bund,1
bundesamt,1
bundeseinheitliche,2
bundeshaushalts,1
bundespolizei,2
bundesregierung,5
bundesrepublik,2
bundestag,1
bundestagsabgeordnete,1
bundestagsabgeordneten,1
bundesverfassungsgericht,1
bundeswehr,2
bundesweit,1
bundeswirtschaftsund,1
bus,1
bzw,6
bündeln,1
bürger,10
bürgerlichen,1
bürgern,6
bürgschaften,1
bürokraten,1
bürokratie,1
c1,1
cancel,1
cannabis,1
china,3
christentum,1
christlichen,1
co2reduktionsgesetzgebung,1
corona,5
coronawiederaufbaupaktes,1
critical,1
culture,1
curricula,1
dabei,10
dadurch,1
dafür,7
dagegen,2
daher,12
danach,1
daneben,1
dar,1
daran,1
